date,temp_max,temp_min,precipitation_mm,humidity_percent
2022-04-07,24.4,1.1,0.0,32
2022-04-08,25.3,5.8,0.0,50
2022-04-09,26.5,11.4,0.0,54
2022-04-10,27.7,9.9,0.0,63
2022-04-11,27.2,13.5,0.5,40
2022-04-12,20.4,12.3,0.0,24
2022-04-13,19.3,8.0,0.0,34
2022-04-14,20.0,5.6,0.0,28
2022-04-15,20.6,6.8,0.0,19
2022-04-16,24.5,4.5,0.0,17
2022-04-17,20.0,7.3,0.0,31
2022-04-18,23.1,10.8,0.0,34
2022-04-19,27.4,8.2,0.0,34
2022-04-20,29.1,10.9,0.0,33
2022-04-21,28.5,14.7,0.0,32
2022-04-22,22.5,10.8,0.0,27
2022-04-23,28.7,10.9,0.0,36
2022-04-24,27.9,14.0,0.0,51
2022-04-25,28.9,13.6,0.1,65
2022-04-26,22.5,14.5,0.0,20
2022-04-27,14.7,9.5,1.3,38
2022-04-28,16.2,8.1,6.4,68
2022-04-29,20.3,5.4,0.0,66
2022-04-30,22.6,10.8,0.0,16
2022-05-01,25.5,8.2,0.0,28
2022-05-02,26.5,10.1,0.0,40
2022-05-03,32.8,10.9,0.0,36
2022-05-04,34.0,14.8,0.0,30
2022-05-05,30.2,18.0,0.0,41
2022-05-06,21.5,9.7,10.0,54
2022-05-07,18.7,8.3,1.3,50
2022-05-08,15.3,9.0,3.3,71
2022-05-09,19.7,7.3,0.0,64
2022-05-10,19.6,7.2,2.7,72
2022-05-11,22.4,8.7,0.0,59
2022-05-12,20.1,12.4,1.1,55
2022-05-13,23.7,9.2,0.0,29
2022-05-14,24.0,8.1,0.0,34
2022-05-15,26.3,8.4,0.0,35
2022-05-16,29.3,9.8,0.0,27
2022-05-17,29.9,12.0,0.0,35
2022-05-18,30.0,16.1,0.0,30
2022-05-19,30.6,15.4,0.0,46
2022-05-20,31.3,16.6,0.0,43
2022-05-21,34.3,17.3,0.0,45
2022-05-22,34.0,17.9,0.2,43
2022-05-23,32.4,18.5,0.0,46
2022-05-24,32.5,18.3,0.0,47
2022-05-25,29.8,18.2,0.0,24
2022-05-26,32.7,14.1,0.0,24
2022-05-27,34.6,15.7,0.0,22
2022-05-28,35.9,19.8,0.0,29
2022-05-29,28.2,21.3,0.3,36
2022-05-30,30.7,14.8,0.0,19
2022-05-31,31.1,14.8,0.0,37
2022-06-01,33.6,15.6,0.0,42
2022-06-02,35.6,18.0,0.0,31
2022-06-03,36.4,19.4,0.6,43
2022-06-04,32.2,22.2,6.7,64
2022-06-05,34.1,18.3,0.1,29
2022-06-06,28.1,20.0,0.0,34
2022-06-07,26.7,15.5,0.9,45
2022-06-08,25.8,17.0,0.0,55
2022-06-09,28.0,14.9,0.0,59
2022-06-10,29.4,17.8,0.2,65
2022-06-11,23.5,18.8,30.3,85
2022-06-12,27.5,18.5,4.4,79
2022-06-13,24.5,17.6,0.9,81
2022-06-14,25.2,16.4,0.2,78
2022-06-15,27.6,17.0,0.0,72
2022-06-16,28.8,18.0,0.3,71
2022-06-17,32.4,19.5,0.0,68
2022-06-18,32.5,20.8,0.0,67
2022-06-19,34.2,20.9,0.0,65
2022-06-20,36.7,21.4,0.0,62
2022-06-21,35.1,24.2,0.0,60
2022-06-22,27.3,22.6,20.2,83
2022-06-23,36.1,22.1,0.0,58
2022-06-24,37.5,22.3,0.0,35
2022-06-25,41.1,21.0,0.0,42
2022-06-26,33.4,23.7,21.2,64
2022-06-27,26.9,22.0,45.7,84
2022-06-28,27.0,21.3,43.0,81
2022-06-29,28.3,20.8,20.4,80
2022-06-30,28.8,20.6,5.7,82
2022-07-01,28.5,21.1,3.4,82
2022-07-02,30.8,21.2,1.4,80
2022-07-03,26.9,22.2,41.7,91
2022-07-04,30.2,21.3,11.9,84
2022-07-05,30.4,23.0,18.7,89
2022-07-06,28.4,22.4,7.2,85
2022-07-07,33.9,19.2,0.0,72
2022-07-08,32.6,23.7,0.0,72
2022-07-09,33.9,23.5,0.0,55
2022-07-10,28.3,20.5,19.0,72
2022-07-11,27.9,19.8,0.5,79
2022-07-12,27.8,22.4,6.7,84
2022-07-13,32.5,20.4,0.0,76
2022-07-14,33.6,23.1,0.0,58
2022-07-15,35.4,21.8,0.0,57
2022-07-16,33.6,23.0,0.0,65
2022-07-17,36.3,22.5,0.0,63
2022-07-18,35.0,23.5,0.0,49
2022-07-19,32.6,21.7,0.0,61
2022-07-20,32.3,22.4,0.0,64
2022-07-21,32.6,21.4,0.0,65
2022-07-22,32.2,22.9,5.0,70
2022-07-23,33.1,21.8,3.7,60
2022-07-24,34.9,22.6,0.0,62
2022-07-25,32.7,24.8,0.0,62
2022-07-26,34.6,23.9,0.5,61
2022-07-27,26.9,22.4,30.2,89
2022-07-28,26.7,21.8,15.1,84
2022-07-29,31.5,20.4,0.0,76
2022-07-30,31.2,21.0,0.6,78
2022-07-31,32.1,23.0,0.2,79
2022-08-01,33.6,23.0,0.0,80
2022-08-02,33.1,24.8,0.3,78
2022-08-03,34.8,26.0,0.0,74
2022-08-04,34.8,26.7,0.1,78
2022-08-05,36.5,25.9,0.0,75
2022-08-06,32.9,26.1,27.0,84
2022-08-07,32.3,24.5,22.3,86
2022-08-08,27.9,23.0,0.6,66
2022-08-09,24.5,18.4,17.9,81
2022-08-10,28.6,16.4,0.0,82
2022-08-11,30.1,18.3,0.0,83
2022-08-12,31.0,22.0,0.2,80
2022-08-13,31.6,24.2,0.1,77
2022-08-14,28.0,23.7,12.2,88
2022-08-15,33.6,23.0,0.0,65
2022-08-16,29.3,19.7,0.0,63
2022-08-17,29.7,21.1,0.2,80
2022-08-18,26.1,22.8,24.4,92
2022-08-19,31.3,22.3,0.0,72
2022-08-20,29.0,20.0,4.4,73
2022-08-21,30.5,22.8,9.9,76
2022-08-22,31.0,20.9,35.4,64
2022-08-23,26.4,17.9,0.4,51
2022-08-24,26.7,17.7,0.0,67
2022-08-25,30.0,17.1,0.0,60
2022-08-26,26.2,15.8,0.0,48
2022-08-27,25.4,13.6,0.0,44
2022-08-28,21.8,15.1,0.4,69
2022-08-29,24.0,14.7,0.0,80
2022-08-30,26.6,15.2,0.0,81
2022-08-31,29.8,15.7,0.0,61
2022-09-01,26.5,17.3,0.0,55
2022-09-02,27.0,14.3,0.0,73
2022-09-03,26.6,16.8,1.0,79
2022-09-04,27.6,18.4,0.0,78
2022-09-05,26.9,18.1,0.0,45
2022-09-06,28.1,15.1,0.0,43
2022-09-07,30.0,14.0,0.0,50
2022-09-08,31.3,15.9,0.0,61
2022-09-09,30.4,17.9,0.0,71
2022-09-10,30.5,18.7,0.0,69
2022-09-11,28.3,18.6,0.0,75
2022-09-12,30.2,17.7,0.0,74
2022-09-13,30.3,18.5,0.0,72
2022-09-14,29.8,18.9,0.0,66
2022-09-15,28.6,17.8,0.0,74
2022-09-16,29.6,17.4,0.0,71
2022-09-17,30.6,18.8,0.0,71
2022-09-18,28.3,19.0,0.0,38
2022-09-19,24.4,15.4,0.0,33
2022-09-20,24.0,14.0,0.0,30
2022-09-21,26.1,10.5,0.0,51
2022-09-22,25.5,13.0,0.0,41
2022-09-23,24.5,12.4,0.0,26
2022-09-24,25.7,9.9,0.0,42
2022-09-25,25.5,11.0,0.0,59
2022-09-26,27.6,13.4,0.0,63
2022-09-27,28.1,13.6,0.0,65
2022-09-28,27.9,14.0,0.0,66
2022-09-29,28.7,14.8,0.0,69
2022-09-30,29.4,16.4,0.0,68
2022-10-01,25.0,17.7,0.2,77
2022-10-02,22.0,18.8,0.9,84
2022-10-03,19.0,10.3,8.3,73
2022-10-04,15.0,7.5,0.0,30
2022-10-05,14.4,3.9,0.0,49
2022-10-06,16.3,5.4,0.0,58
2022-10-07,18.8,5.2,0.0,73
2022-10-08,16.1,9.5,0.0,77
2022-10-09,14.7,8.9,0.0,30
2022-10-10,17.4,6.0,0.0,34
2022-10-11,18.0,3.8,0.0,54
2022-10-12,18.1,4.3,0.0,64
2022-10-13,19.1,8.1,0.0,67
2022-10-14,21.5,10.6,0.0,66
2022-10-15,23.2,9.5,0.0,70
2022-10-16,17.8,9.1,0.0,24
2022-10-17,16.0,3.8,0.0,27
2022-10-18,17.0,2.0,0.0,38
2022-10-19,19.0,3.0,0.0,56
2022-10-20,17.2,6.4,0.0,61
2022-10-21,21.0,7.0,0.0,64
2022-10-22,20.1,8.8,0.0,42
2022-10-23,20.0,5.4,0.0,40
2022-10-24,18.1,4.5,0.0,59
2022-10-25,19.1,6.1,0.0,74
2022-10-26,18.7,8.4,0.0,63
2022-10-27,11.3,9.4,0.0,39
2022-10-28,13.3,9.2,0.0,60
2022-10-29,14.0,9.3,0.0,73
2022-10-30,15.7,8.7,2.6,82
2022-10-31,15.9,7.0,0.0,38
2022-11-01,14.0,2.0,0.0,42
2022-11-02,14.1,4.5,0.0,64
2022-11-03,11.5,3.2,0.0,48
2022-11-04,12.0,1.6,0.0,39
2022-11-05,13.7,-0.4,0.0,49
2022-11-06,11.5,3.1,0.1,73
2022-11-07,15.0,4.3,0.0,43
2022-11-08,14.9,0.5,0.0,56
2022-11-09,12.3,2.3,0.9,75
2022-11-10,16.7,5.1,0.3,76
2022-11-11,12.6,10.4,14.7,96
2022-11-12,12.7,4.1,5.8,50
2022-11-13,7.4,0.5,0.0,47
2022-11-14,10.7,-0.9,0.0,73
2022-11-15,15.1,-1.0,0.0,63
2022-11-16,11.5,0.8,0.0,63
2022-11-17,13.4,0.4,0.0,75
2022-11-18,10.8,3.2,0.1,74
2022-11-19,13.5,4.8,0.0,84
2022-11-20,8.2,3.6,0.5,83
2022-11-21,10.2,3.1,0.0,63
2022-11-22,10.6,-0.1,0.0,80
2022-11-23,10.5,0.3,0.0,87
2022-11-24,8.0,1.6,0.0,97
2022-11-25,12.2,2.0,0.7,53
2022-11-26,2.9,-4.5,0.0,32
2022-11-27,5.9,-2.9,2.1,48
2022-11-28,11.8,-1.9,0.0,44
2022-11-29,-3.5,-9.2,0.0,17
2022-11-30,-1.5,-9.3,0.0,15
2022-12-01,-1.3,-8.1,0.0,17
2022-12-02,-2.4,-9.2,0.0,39
2022-12-03,1.6,-7.8,0.0,21
2022-12-04,0.2,-7.8,0.0,26
2022-12-05,3.3,-7.2,0.0,26
2022-12-06,3.8,-8.3,0.0,28
2022-12-07,5.2,-4.0,0.0,27
2022-12-08,6.3,-3.9,0.0,41
2022-12-09,5.5,-3.5,0.0,43
2022-12-10,2.9,-3.4,0.0,33
2022-12-11,2.1,-5.4,0.0,33
2022-12-12,3.9,-5.0,0.0,38
2022-12-13,-2.0,-6.3,0.0,19
2022-12-14,-1.5,-8.7,0.0,21
2022-12-15,-2.3,-8.6,0.0,22
2022-12-16,-2.4,-10.7,0.0,19
2022-12-17,-3.2,-12.7,0.0,18
2022-12-18,-1.4,-9.0,0.0,26
2022-12-19,0.8,-8.9,0.0,36
2022-12-20,1.8,-7.8,0.0,40
2022-12-21,-0.8,-7.6,0.0,33
2022-12-22,-1.9,-7.7,0.0,23
2022-12-23,1.0,-9.9,0.0,19
2022-12-24,1.0,-7.1,0.0,20
2022-12-25,0.1,-7.0,0.0,21
2022-12-26,1.5,-6.7,0.0,27
2022-12-27,0.1,-6.5,0.0,25
2022-12-28,0.5,-7.5,0.0,29
2022-12-29,2.5,-6.2,0.0,27
2022-12-30,1.8,-9.3,0.0,31
2022-12-31,5.8,-8.1,0.0,30
2023-01-01,3.3,-5.9,0.0,35
2023-01-02,2.5,-6.1,0.0,37
2023-01-03,1.2,-8.5,0.0,33
2023-01-04,3.2,-8.1,0.0,43
2023-01-05,3.3,-7.9,0.0,52
2023-01-06,8.0,-7.5,0.0,43
2023-01-07,5.2,-4.7,0.0,30
2023-01-08,10.4,-4.4,0.0,36
2023-01-09,5.8,-3.6,0.0,42
2023-01-10,4.8,-4.9,0.0,53
2023-01-11,4.1,-5.7,0.0,57
2023-01-12,2.3,-2.0,2.9,71
2023-01-13,6.6,-2.2,0.0,64
2023-01-14,-2.0,-7.9,0.0,23
2023-01-15,-0.7,-10.5,0.0,22
2023-01-16,-0.6,-10.8,0.0,26
2023-01-17,2.6,-6.9,0.0,28
2023-01-18,2.7,-7.6,0.0,39
2023-01-19,4.0,-6.7,0.0,28
2023-01-20,-2.2,-9.1,0.0,19
2023-01-21,0.5,-10.2,0.0,29
2023-01-22,3.2,-7.9,0.0,34
2023-01-23,-3.5,-14.3,0.8,31
2023-01-24,-5.4,-14.9,0.0,13
2023-01-25,-4.8,-13.0,0.0,18
2023-01-26,0.9,-12.0,0.0,24
2023-01-27,1.1,-8.0,0.0,21
2023-01-28,5.3,-6.0,0.0,20
2023-01-29,8.2,-5.5,0.0,27
2023-01-30,5.7,-5.6,0.0,41
2023-01-31,11.7,-4.3,0.0,27
2023-02-01,2.6,-5.2,0.0,24
2023-02-02,1.2,-5.6,0.0,24
2023-02-03,4.6,-6.5,0.0,28
2023-02-04,7.1,-5.2,0.0,29
2023-02-05,5.8,-5.5,0.0,49
2023-02-06,6.6,-3.8,0.0,51
2023-02-07,4.7,-6.3,0.0,56
2023-02-08,5.7,-4.0,0.0,43
2023-02-09,0.8,-2.8,1.3,69
2023-02-10,4.7,-5.2,0.0,79
2023-02-11,6.3,-0.8,0.0,82
2023-02-12,2.2,-0.9,3.4,91
2023-02-13,6.2,-4.6,0.0,38
2023-02-14,4.1,-3.6,0.0,38
2023-02-15,3.7,-5.7,0.0,61
2023-02-16,6.5,-6.1,0.0,63
2023-02-17,6.0,-3.8,0.1,76
2023-02-18,3.5,-2.5,1.1,76
2023-02-19,10.9,-5.1,0.0,34
2023-02-20,5.6,-4.4,0.0,34
2023-02-21,4.8,-6.1,0.0,39
2023-02-22,8.4,-5.1,0.0,57
2023-02-23,10.3,-2.5,0.0,66
2023-02-24,5.9,-1.4,0.0,37
2023-02-25,8.3,-5.8,0.0,30
2023-02-26,10.8,-4.7,0.0,55
2023-02-27,11.3,-2.9,0.0,72
2023-02-28,13.3,0.2,0.0,47
2023-03-01,9.2,-2.5,0.0,29
2023-03-02,13.7,-3.3,0.0,35
2023-03-03,17.7,-2.0,0.0,40
2023-03-04,16.0,-1.3,0.0,53
2023-03-05,15.7,-1.0,0.0,69
2023-03-06,19.9,0.5,0.0,55
2023-03-07,20.2,1.7,0.0,56
2023-03-08,18.8,5.2,0.0,36
2023-03-09,22.2,1.1,0.0,48
2023-03-10,25.7,4.2,0.0,39
2023-03-11,13.9,5.5,0.9,33
2023-03-12,12.0,-1.8,0.0,16
2023-03-13,12.5,-2.2,0.0,38
2023-03-14,20.0,2.5,0.0,30
2023-03-15,10.5,-2.1,0.0,13
2023-03-16,11.0,-3.2,0.0,22
2023-03-17,10.9,-2.3,0.3,49
2023-03-18,15.8,-1.4,0.0,31
2023-03-19,16.3,-0.1,0.0,48
2023-03-20,16.2,2.7,0.0,73
2023-03-21,20.1,4.2,1.2,72
2023-03-22,15.9,7.4,0.0,29
2023-03-23,13.4,3.5,0.0,13
2023-03-24,12.4,0.2,0.0,15
2023-03-25,13.4,2.7,0.0,35
2023-03-26,14.8,-1.1,0.0,30
2023-03-27,19.6,2.2,0.0,26
2023-03-28,20.5,2.1,0.0,38
2023-03-29,25.2,6.7,0.0,43
2023-03-30,24.7,7.3,0.0,40
2023-03-31,23.5,7.3,0.0,38
2023-04-01,23.0,8.9,0.0,46
2023-04-02,18.9,11.8,0.0,47
2023-04-03,18.3,11.0,0.0,34
2023-04-04,13.8,7.2,12.3,64
2023-04-05,15.6,7.0,0.7,63
2023-04-06,17.9,7.6,0.1,39
2023-04-07,15.5,2.1,0.0,22
2023-04-08,21.4,1.3,0.0,27
2023-04-09,23.5,5.5,0.0,45
2023-04-10,27.6,7.1,0.0,42
2023-04-11,17.2,9.5,0.0,11
2023-04-12,22.7,4.2,0.0,27
2023-04-13,25.8,7.9,0.0,50
2023-04-14,21.6,11.3,0.0,26
2023-04-15,20.3,5.9,0.0,16
2023-04-16,21.3,6.2,0.0,21
2023-04-17,22.6,8.8,1.9,42
2023-04-18,27.3,8.6,0.0,39
2023-04-19,27.6,8.8,0.0,51
2023-04-20,20.2,14.5,0.1,19
2023-04-21,14.7,7.3,0.9,46
2023-04-22,15.0,5.9,0.3,68
2023-04-23,16.2,6.1,0.0,55
2023-04-24,18.0,6.0,0.0,49
2023-04-25,20.2,7.6,0.5,42
2023-04-26,19.9,4.3,0.3,23
2023-04-27,22.1,9.1,3.3,65
2023-04-28,23.2,10.8,9.2,65
2023-04-29,24.7,8.1,0.0,25
2023-04-30,23.3,7.6,0.0,34
2023-05-01,26.9,9.8,0.0,48
2023-05-02,28.8,12.7,0.8,49
2023-05-03,29.0,13.7,0.0,50
2023-05-04,19.5,15.7,5.6,82
2023-05-05,20.2,15.9,1.4,57
2023-05-06,24.2,12.8,0.0,32
2023-05-07,25.5,12.4,0.0,25
2023-05-08,27.9,11.0,0.0,30
2023-05-09,27.4,13.5,0.0,35
2023-05-10,29.0,14.4,0.0,32
2023-05-11,27.9,14.7,0.0,38
2023-05-12,27.2,12.9,1.3,52
2023-05-13,28.8,15.0,0.0,35
2023-05-14,30.2,15.4,0.0,45
2023-05-15,34.8,15.6,0.0,50
2023-05-16,34.5,19.4,0.0,52
2023-05-17,27.0,18.2,0.0,62
2023-05-18,27.3,13.7,0.4,50
2023-05-19,25.0,13.7,11.3,78
2023-05-20,23.8,15.7,0.0,21
2023-05-21,25.7,16.2,0.0,27
2023-05-22,28.3,16.4,0.0,30
2023-05-23,30.1,13.3,0.0,32
2023-05-24,29.1,17.8,0.0,38
2023-05-25,27.2,18.0,0.2,52
2023-05-26,29.8,15.1,0.0,65
2023-05-27,21.6,17.5,10.1,83
2023-05-28,28.3,16.0,0.0,68
2023-05-29,31.5,18.4,0.0,58
2023-05-30,25.1,19.2,0.8,63
2023-05-31,25.0,14.8,0.0,64
2023-06-01,32.6,14.5,0.0,49
2023-06-02,31.0,19.1,0.0,30
2023-06-03,32.0,17.1,0.0,35
2023-06-04,33.8,19.4,0.0,30
2023-06-05,36.2,18.8,0.0,30
2023-06-06,36.1,21.2,0.0,20
2023-06-07,38.0,21.8,0.0,23
2023-06-08,34.8,20.2,0.0,13
2023-06-09,33.0,19.4,0.0,17
2023-06-10,30.0,18.6,0.0,27
2023-06-11,30.1,18.4,0.2,38
2023-06-12,31.5,17.7,0.0,44
2023-06-13,33.0,19.7,0.0,38
2023-06-14,36.0,18.8,0.0,40
2023-06-15,38.1,21.2,0.0,42
2023-06-16,39.3,23.0,0.0,38
2023-06-17,38.1,25.4,0.0,36
2023-06-18,35.4,21.8,0.0,49
2023-06-19,27.5,20.8,4.9,70
2023-06-20,34.4,18.7,0.1,59
2023-06-21,39.1,20.0,0.0,28
2023-06-22,40.6,22.0,0.0,26
2023-06-23,40.6,25.3,0.0,27
2023-06-24,40.4,25.9,0.0,25
2023-06-25,35.9,24.8,0.0,44
2023-06-26,34.7,22.8,4.4,66
2023-06-27,38.1,22.5,0.0,48
2023-06-28,30.4,24.0,1.6,56
2023-06-29,36.9,19.9,0.0,49
2023-06-30,39.9,23.0,0.0,40
2023-07-01,41.1,24.7,0.0,35
2023-07-02,39.2,24.6,0.0,37
2023-07-03,35.4,25.1,2.3,59
2023-07-04,30.8,22.7,19.4,70
2023-07-05,39.9,19.7,0.0,40
2023-07-06,41.5,22.4,0.0,29
2023-07-07,38.0,24.0,0.0,40
2023-07-08,37.2,23.3,0.0,32
2023-07-09,37.6,24.6,0.0,32
2023-07-10,40.2,25.6,0.3,40
2023-07-11,36.4,25.0,10.3,62
2023-07-12,24.8,23.7,27.9,89
2023-07-13,26.6,23.2,5.4,88
2023-07-14,34.2,21.4,0.0,64
2023-07-15,31.9,25.0,0.0,44
2023-07-16,34.4,21.2,0.0,46
2023-07-17,34.9,22.0,0.0,55
2023-07-18,35.8,23.3,0.0,53
2023-07-19,37.0,23.6,0.0,47
2023-07-20,35.7,23.9,0.4,55
2023-07-21,27.6,22.0,59.9,89
2023-07-22,26.1,21.5,14.6,84
2023-07-23,31.8,21.0,0.0,75
2023-07-24,33.5,22.5,0.0,76
2023-07-25,32.0,23.5,0.0,76
2023-07-26,32.8,24.2,1.6,80
2023-07-27,32.8,23.8,10.0,81
2023-07-28,28.4,23.1,4.5,83
2023-07-29,29.0,23.3,26.2,91
2023-07-30,25.8,22.8,55.8,93
2023-07-31,28.5,23.6,76.6,93
2023-08-01,29.6,24.1,43.2,92
2023-08-02,32.0,24.8,0.1,84
2023-08-03,33.1,26.5,0.0,82
2023-08-04,31.5,26.7,14.5,89
2023-08-05,33.1,24.1,3.2,81
2023-08-06,29.0,23.6,0.7,75
2023-08-07,28.7,23.2,0.2,76
2023-08-08,31.0,23.1,0.0,82
2023-08-09,32.0,24.0,0.6,81
2023-08-10,31.3,23.7,1.8,81
2023-08-11,29.2,23.3,13.3,85
2023-08-12,30.7,23.9,5.0,83
2023-08-13,32.3,22.4,0.0,76
2023-08-14,32.8,22.5,0.0,76
2023-08-15,32.3,23.4,0.0,76
2023-08-16,34.0,24.5,4.2,79
2023-08-17,31.5,24.0,0.1,81
2023-08-18,35.6,24.6,0.0,60
2023-08-19,33.5,21.4,0.0,71
2023-08-20,30.5,23.0,17.0,84
2023-08-21,29.5,22.0,15.6,83
2023-08-22,30.0,18.9,0.0,59
2023-08-23,29.5,19.1,3.5,70
2023-08-24,23.7,18.3,5.1,84
2023-08-25,26.7,17.2,0.0,84
2023-08-26,26.8,19.6,0.0,75
2023-08-27,25.1,20.4,3.3,80
2023-08-28,28.4,18.3,0.2,64
2023-08-29,28.0,17.8,0.0,63
2023-08-30,29.5,17.0,0.0,70
2023-08-31,26.8,19.6,1.3,78
2023-09-01,29.3,17.5,0.0,76
2023-09-02,28.3,19.3,3.0,81
2023-09-03,28.7,19.2,0.0,82
2023-09-04,30.7,20.5,0.0,83
2023-09-05,30.3,21.8,1.1,82
2023-09-06,31.0,21.3,0.0,80
2023-09-07,31.1,21.5,0.0,76
2023-09-08,28.1,22.4,2.4,86
2023-09-09,22.9,20.4,64.5,93
2023-09-10,25.5,19.6,0.0,85
2023-09-11,28.4,18.6,0.0,83
2023-09-12,25.7,17.7,0.0,63
2023-09-13,26.2,15.6,0.0,69
2023-09-14,27.7,15.8,0.0,71
2023-09-15,27.8,14.9,0.0,74
2023-09-16,28.4,16.9,0.0,76
2023-09-17,28.0,18.3,3.3,78
2023-09-18,27.9,17.7,0.0,82
2023-09-19,24.6,16.1,0.0,58
2023-09-20,25.6,13.5,0.0,65
2023-09-21,25.6,13.5,0.0,72
2023-09-22,26.4,15.4,0.0,64
2023-09-23,24.6,15.7,0.0,59
2023-09-24,19.3,13.9,0.5,76
2023-09-25,22.2,13.2,0.0,83
2023-09-26,24.4,14.8,0.0,87
2023-09-27,26.6,13.9,0.0,68
2023-09-28,23.8,11.7,0.0,52
2023-09-29,26.0,12.7,0.0,52
2023-09-30,23.8,12.8,0.0,46
2023-10-01,23.6,9.6,0.0,55
2023-10-02,22.5,10.0,0.0,66
2023-10-03,24.4,11.0,0.0,70
2023-10-04,23.7,13.1,0.0,43
2023-10-05,20.1,7.8,0.0,47
2023-10-06,21.9,9.6,0.0,59
2023-10-07,21.5,9.0,0.0,70
2023-10-08,22.8,12.2,2.8,65
2023-10-09,22.8,10.6,0.0,54
2023-10-10,21.5,9.8,0.0,63
2023-10-11,22.2,9.3,0.0,71
2023-10-12,20.3,11.3,2.7,79
2023-10-13,21.8,11.3,0.0,71
2023-10-14,21.6,8.7,0.0,50
2023-10-15,21.6,9.0,0.0,51
2023-10-16,19.1,7.9,0.0,52
2023-10-17,20.8,7.6,1.1,73
2023-10-18,21.5,12.4,4.1,54
2023-10-19,18.5,9.6,0.0,34
2023-10-20,17.3,5.5,0.0,38
2023-10-21,19.5,6.1,0.0,48
2023-10-22,20.5,5.9,0.0,62
2023-10-23,19.3,6.6,0.0,74
2023-10-24,21.7,8.1,0.0,72
2023-10-25,23.9,8.4,0.0,61
2023-10-26,19.4,8.3,0.0,43
2023-10-27,20.0,5.7,0.0,67
2023-10-28,20.2,8.0,0.0,73
2023-10-29,20.4,9.1,0.0,85
2023-10-30,21.4,9.9,0.0,75
2023-10-31,20.4,13.1,0.0,79
2023-11-01,21.8,10.7,0.0,86
2023-11-02,20.1,12.4,0.0,69
2023-11-03,16.0,8.4,0.0,51
2023-11-04,15.5,8.2,0.0,75
2023-11-05,11.3,7.3,7.2,78
2023-11-06,8.3,2.0,0.0,30
2023-11-07,9.8,0.9,0.0,52
2023-11-08,12.4,1.3,0.0,60
2023-11-09,6.6,-0.7,0.0,26
2023-11-10,3.8,-3.5,0.0,31
2023-11-11,5.7,-3.6,0.0,39
2023-11-12,6.1,-3.7,0.0,32
2023-11-13,6.0,-4.1,0.0,50
2023-11-14,9.4,-4.0,0.0,59
2023-11-15,7.7,-2.9,0.0,68
2023-11-16,10.0,1.4,0.0,35
2023-11-17,8.1,-1.6,0.0,27
2023-11-18,8.1,-3.9,0.0,52
2023-11-19,14.8,-0.3,0.0,45
2023-11-20,11.8,-1.5,0.0,68
2023-11-21,12.3,0.3,0.0,76
2023-11-22,14.9,1.4,0.0,52
2023-11-23,6.5,-5.2,0.0,24
2023-11-24,-1.0,-7.2,0.0,25
2023-11-25,0.9,-6.7,0.0,41
2023-11-26,1.9,-6.7,0.0,44
2023-11-27,9.3,-5.9,0.0,42
2023-11-28,2.0,-5.8,0.0,35
2023-11-29,0.8,-5.7,0.0,26
2023-11-30,2.5,-5.5,0.0,28
2023-12-01,2.1,-6.4,0.0,34
2023-12-02,7.6,-4.8,0.0,35
2023-12-03,5.7,-5.0,0.0,47
2023-12-04,7.1,-4.3,0.0,47
2023-12-05,8.3,-3.9,0.0,54
2023-12-06,8.8,-1.1,0.0,32
2023-12-07,7.4,-4.1,0.0,60
2023-12-08,10.2,-1.5,0.0,57
2023-12-09,6.7,-2.3,0.0,51
2023-12-10,0.7,-1.9,0.3,36
2023-12-11,-0.4,-4.5,4.1,70
2023-12-12,-1.7,-6.8,0.0,81
2023-12-13,-2.3,-3.4,3.1,78
2023-12-14,-3.4,-6.0,7.4,82
2023-12-15,-5.7,-10.5,0.0,58
2023-12-16,-7.6,-13.6,0.0,35
2023-12-17,-6.5,-14.0,0.0,39
2023-12-18,-5.4,-14.6,0.0,56
2023-12-19,-5.6,-12.8,0.0,35
2023-12-20,-7.8,-13.9,0.0,26
2023-12-21,-5.5,-15.4,0.0,26
2023-12-22,-3.9,-12.0,0.0,32
2023-12-23,-1.6,-12.2,0.0,36
2023-12-24,-1.7,-10.7,0.0,40
2023-12-25,0.4,-11.2,0.0,51
2023-12-26,3.3,-9.8,0.0,50
2023-12-27,1.2,-7.3,0.0,60
2023-12-28,3.2,-9.0,0.0,63
2023-12-29,1.6,-6.9,0.0,75
2023-12-30,1.4,-5.0,0.2,83
2023-12-31,3.4,-4.7,0.0,42
2024-01-01,0.7,-6.7,0.0,69
2024-01-02,2.8,-7.9,0.0,67
2024-01-03,2.8,-8.2,0.0,50
2024-01-04,3.9,-7.6,0.0,57
2024-01-05,4.7,-4.7,0.0,48
2024-01-06,2.0,-4.9,0.0,29
2024-01-07,-0.8,-7.1,0.0,34
2024-01-08,0.1,-7.4,0.0,41
2024-01-09,3.6,-5.5,0.0,41
2024-01-10,2.4,-6.6,0.0,52
2024-01-11,9.0,-5.6,0.0,50
2024-01-12,4.9,-5.6,0.0,65
2024-01-13,0.4,-5.2,0.0,77
2024-01-14,2.4,-5.3,0.0,26
2024-01-15,2.3,-7.9,0.0,34
2024-01-16,0.8,-8.4,0.0,60
2024-01-17,1.6,-4.3,0.0,73
2024-01-18,3.4,-5.0,0.0,56
2024-01-19,-1.0,-3.2,0.0,36
2024-01-20,-0.2,-5.5,0.0,33
